no,Row_Num,Customer_ID,Product,First_Transaction,Last_Transaction,Average_Transaction_Amount,Count_Transaction,Year_First_Transaction,Year_Last_Transaction,is_churn,Year_Diff
52371,52371,60853,Sepatu,2015-12-19 15:18:44.714999914,2015-12-19 15:18:44.714999914,450728,1,2015,2015,True,0
52372,52372,60853,Jaket,2017-02-01 02:24:59.444000006,2017-02-01 02:32:50.131999969,434108,4,2017,2017,True,0
52373,52373,87137,Sepatu,2016-07-16 04:46:49.736999989,2018-05-31 16:42:57.608000040,267817,6,2016,2018,True,2
52374,52374,87137,Jaket,2017-05-09 04:38:47.374000072,2017-05-09 04:38:47.374000072,3050400,1,2017,2017,True,0
52375,52375,120080,Sepatu,2017-01-20 06:08:37.401000023,2017-02-01 17:23:43.493999958,924600,2,2017,2017,True,0
52376,52376,120080,Jaket,2017-02-22 19:34:29.232000113,2017-03-04 16:06:12.009999990,706653,5,2017,2017,True,0
52377,52377,93025,Sepatu,2016-10-28 13:36:09.338999987,2016-10-28 13:36:09.338999987,1305004,1,2016,2016,True,0
52378,52378,93025,Jaket,2016-09-26 12:57:25.637000084,2016-10-08 11:06:53.911999941,1688166,12,2016,2016,True,0
52379,52379,81771,Sepatu,2016-11-09 13:40:31.660000086,2018-03-25 13:35:05.490999937,393354,12,2016,2018,True,2
52380,52380,81771,Jaket,2016-11-09 11:28:05.668999910,2017-02-07 11:25:07.901999950,1727851,2,2016,2017,True,1
52381,52381,431570,Sepatu,2018-04-25 13:42:00.371999979,2018-04-25 13:42:00.371999979,1563127,1,2018,2018,True,0
52382,52382,431570,Jaket,2018-12-20 08:39:51.611000061,2018-12-20 08:39:51.611000061,754822,1,2018,2018,False,0
52383,52383,98649,Sepatu,2018-07-16 09:24:08.898999929,2018-07-16 09:24:08.898999929,2041371,1,2018,2018,True,0
52384,52384,98649,Jaket,2019-01-24 02:52:56.099999905,2019-01-24 02:52:56.099999905,706776,1,2019,2019,False,0
52385,52385,58952,Sepatu,2015-11-30 14:28:27.644999981,2015-11-30 14:28:27.644999981,1206110,1,2015,2015,True,0
52386,52386,58952,Jaket,2017-01-31 05:07:52.759999990,2017-01-31 05:07:52.759999990,1622031,1,2017,2017,True,0
52387,52387,58662,Sepatu,2015-11-26 15:27:51.877000093,2015-11-26 15:32:01.979000092,1454363,2,2015,2015,True,0
52388,52388,58662,Jaket,2015-12-09 16:38:12.740000010,2015-12-14 16:22:17.270999908,2574209,6,2015,2015,True,0
52389,52389,180855,Sepatu,2017-09-29 19:25:56.098000050,2019-01-18 01:34:47.423000097,1347070,4,2017,2019,False,2
52390,52390,180855,Jaket,2017-09-20 11:11:37.509000063,2017-09-20 11:18:54.065000057,585716,2,2017,2017,True,0
52391,52391,172385,Sepatu,2018-08-08 13:33:05.871999979,2018-08-08 13:33:05.871999979,2022137,1,2018,2018,False,0
52392,52392,172385,Jaket,2017-12-13 05:33:35.729000092,2017-12-13 05:33:35.729000092,2579926,1,2017,2017,True,0
52393,52393,49690,Sepatu,2015-07-18 15:52:51.239000082,2015-07-18 20:57:43.009999990,6408275,4,2015,2015,True,0
52394,52394,49690,Jaket,2015-07-13 08:31:47.987999916,2015-07-14 07:35:00.736999989,3592824,4,2015,2015,True,0
52395,52395,93256,Sepatu,2016-12-10 04:55:30.915999889,2016-12-10 04:55:30.915999889,3252229,1,2016,2016,True,0
52396,52396,93256,Jaket,2016-08-17 02:50:09.142999887,2016-10-09 06:57:50.842000008,185091,11,2016,2016,True,0
52397,52397,145852,Sepatu,2017-05-22 03:08:49.183000088,2018-09-11 06:49:25.523000001,730888,6,2017,2018,False,1
52398,52398,145852,Jaket,2017-05-29 09:59:05.528000115,2017-05-29 09:59:05.528000115,3356585,1,2017,2017,True,0
52399,52399,542406,Sepatu,2018-09-14 08:01:24.609999895,2018-09-14 08:01:24.609999895,1191488,1,2018,2018,False,0
52400,52400,542406,Jaket,2018-06-29 05:50:22.428999901,2018-06-29 05:50:22.428999901,1736724,1,2018,2018,True,0
52401,52401,106222,Sepatu,2016-11-11 10:23:10.049999952,2016-11-11 10:23:10.049999952,5098218,1,2016,2016,True,0
52402,52402,106222,Jaket,2017-07-05 04:24:13.262000084,2017-07-25 03:46:50.808000088,844213,4,2017,2017,True,0
52403,52403,43568,Sepatu,2016-06-16 15:31:29.979000092,2016-06-16 15:31:29.979000092,3313297,1,2016,2016,True,0
52404,52404,43568,Jaket,2017-01-19 13:04:31.885999918,2017-01-19 13:04:31.885999918,815275,1,2017,2017,True,0
52405,52405,123285,Sepatu,2017-02-05 16:50:51.214999914,2018-02-27 07:49:55.482000113,1778008,11,2017,2018,True,1
52406,52406,123285,Jaket,2017-08-12 03:47:35.927999973,2017-08-12 03:47:35.927999973,1487011,1,2017,2017,True,0
52407,52407,158727,Sepatu,2017-06-29 09:35:31.012000084,2017-11-12 12:30:35.506999969,379863,4,2017,2017,True,0
52408,52408,158727,Jaket,2017-07-23 07:56:59.871000051,2017-07-23 23:35:06.198999882,6068820,5,2017,2017,True,0
52409,52409,98900,Sepatu,2016-09-23 06:14:36.237999916,2016-09-24 05:41:54.693000078,790947,6,2016,2016,True,0
52410,52410,98900,Jaket,2016-11-23 06:42:46.223000050,2016-11-23 06:42:46.223000050,1368903,1,2016,2016,True,0
52411,52411,86779,Sepatu,2016-07-11 02:09:52.308000088,2018-03-22 02:06:28.183000088,2127927,2,2016,2018,True,2
52412,52412,86779,Jaket,2017-05-19 05:45:48.990999937,2017-12-27 02:57:21.194000006,1881198,9,2017,2017,True,0
52413,52413,73480,Sepatu,2016-04-19 11:18:11.549999952,2016-04-19 11:18:11.549999952,2408586,1,2016,2016,True,0
52414,52414,73480,Jaket,2016-06-29 11:25:40.036000013,2016-06-29 11:29:33.226000071,744683,2,2016,2016,True,0
52415,52415,80064,Sepatu,2016-06-04 05:56:44.237999916,2018-10-09 06:52:56.042999983,906265,9,2016,2018,False,2
52416,52416,80064,Jaket,2016-06-04 09:35:27.757999897,2016-06-04 09:44:57.247999907,1466704,2,2016,2016,True,0
52417,52417,82328,Sepatu,2016-06-17 09:21:09.092000008,2016-06-17 09:21:09.092000008,614900,1,2016,2016,True,0
52418,52418,82328,Jaket,2016-06-17 09:28:45.233000040,2016-06-17 09:28:45.233000040,1463823,1,2016,2016,True,0
52419,52419,32664,Sepatu,2014-09-29 14:10:42.829999924,2014-09-29 14:10:42.829999924,3138841,1,2014,2014,True,0
52420,52420,32664,Jaket,2016-01-06 06:26:45.088000059,2016-01-06 08:25:28.964999914,1543896,4,2016,2016,True,0
52421,52421,48513,Sepatu,2015-06-30 12:59:27.924000025,2015-06-30 12:59:27.924000025,2573380,1,2015,2015,True,0
52422,52422,48513,Jaket,2015-06-30 17:04:05.108000040,2015-06-30 17:06:36.457000017,545055,2,2015,2015,True,0
52423,52423,715462,Sepatu,2018-12-12 04:11:54.078999996,2018-12-14 11:42:28.007999897,621855,5,2018,2018,False,0
52424,52424,715462,Jaket,2018-11-16 08:18:24.539999962,2018-12-23 04:32:46.607000113,2889468,11,2018,2018,False,0
52425,52425,71209,Sepatu,2016-05-11 07:02:08.594000101,2016-05-11 07:51:59.535000086,6610781,2,2016,2016,True,0
52426,52426,71209,Jaket,2016-04-07 01:47:13.940999985,2016-04-07 01:47:13.940999985,1483501,1,2016,2016,True,0
52427,52427,61361,Sepatu,2015-12-30 10:42:12.822999954,2016-10-12 11:50:26.236999989,693133,2,2015,2016,True,1
52428,52428,16082,Sepatu,2013-10-19 02:32:01.631999969,2013-11-13 05:32:22.351000071,604601,2,2013,2013,True,0
52429,52429,33148,Sepatu,2015-07-03 02:48:41.566999912,2016-06-21 09:51:47.142999887,769152,5,2015,2016,True,1
52430,52430,182448,Sepatu,2018-05-12 07:21:43.167999983,2018-09-06 11:29:03.388999939,1755964,2,2018,2018,False,0
52431,52431,288021,Sepatu,2018-12-06 05:15:51.813999891,2018-12-06 05:15:51.813999891,870840,1,2018,2018,False,0
52432,52432,62724,Sepatu,2016-05-16 15:04:59.628000021,2016-05-16 15:13:25.082999945,4071671,2,2016,2016,True,0
52433,52433,286647,Sepatu,2018-04-16 02:32:35.670000076,2018-04-16 02:32:35.670000076,715899,1,2018,2018,True,0
52434,52434,34829,Sepatu,2014-11-26 10:31:03.075999975,2014-11-26 10:31:03.075999975,1237045,1,2014,2014,True,0
52435,52435,389079,Sepatu,2018-11-15 13:42:59.226999998,2018-11-15 13:54:58.559999943,1610827,2,2018,2018,False,0
52436,52436,131855,Sepatu,2017-05-28 06:24:04.888000011,2017-05-28 06:24:04.888000011,910783,1,2017,2017,True,0
52437,52437,143933,Sepatu,2017-05-05 13:55:32.575000048,2017-05-05 13:55:32.575000048,632997,1,2017,2017,True,0
52438,52438,143137,Sepatu,2017-05-02 23:01:21.315999985,2017-05-02 23:01:21.315999985,654260,1,2017,2017,True,0
52439,52439,31076,Sepatu,2014-08-20 08:41:29.582000017,2014-08-20 08:57:50.135999918,2598650,2,2014,2014,True,0
52440,52440,195375,Sepatu,2017-12-31 09:16:30.678999901,2018-01-02 05:57:05.892999887,1198487,6,2017,2018,True,1
52441,52441,89371,Sepatu,2018-02-03 01:45:00.154000044,2018-02-03 01:45:00.154000044,478043,1,2018,2018,True,0
52442,52442,96006,Sepatu,2017-09-02 05:50:15.528000115,2017-09-02 05:50:15.528000115,432430,1,2017,2017,True,0
52443,52443,85456,Sepatu,2018-12-10 04:05:12.992000103,2018-12-19 11:04:47.318000078,290828,9,2018,2018,False,0
52444,52444,169119,Sepatu,2017-08-04 13:01:19.332000017,2017-08-04 13:01:19.332000017,448634,1,2017,2017,True,0
52445,52445,395893,Sepatu,2018-05-05 04:27:54.746000051,2019-01-15 04:20:32.122999907,1128601,6,2018,2019,False,1
52446,52446,107131,Sepatu,2016-12-26 02:20:30.828000069,2017-11-17 13:47:13.233999968,5416417,7,2016,2017,True,1
52447,52447,375653,Sepatu,2018-03-22 04:39:15.895999908,2018-03-26 11:20:47.526000023,867823,2,2018,2018,True,0
52448,52448,194700,Sepatu,2018-06-23 05:03:59.351000071,2018-06-23 06:41:36.717999935,891349,2,2018,2018,True,0
52449,52449,139350,Sepatu,2017-05-01 00:37:04.118999958,2017-07-25 02:49:35.279000044,654115,2,2017,2017,True,0
52450,52450,322293,Sepatu,2018-02-17 02:57:11.046999931,2018-02-17 02:57:11.046999931,949056,1,2018,2018,True,0
52451,52451,75301,Sepatu,2016-05-03 02:08:05.411000013,2016-05-03 02:08:05.411000013,2874552,1,2016,2016,True,0
52452,52452,68096,Sepatu,2016-03-03 11:06:15.253999949,2016-04-11 11:10:09.148999929,1831870,6,2016,2016,True,0
52453,52453,349110,Sepatu,2018-07-10 02:06:39.825999975,2018-07-21 01:00:32.622999907,1698662,5,2018,2018,True,0
52454,52454,115253,Sepatu,2017-10-20 09:00:09.638999939,2017-10-20 09:00:09.638999939,911545,1,2017,2017,True,0
52455,52455,28050,Sepatu,2014-06-11 07:34:41.496000051,2016-09-22 09:08:19.138999939,775204,4,2014,2016,True,2
52456,52456,811779,Sepatu,2019-01-28 00:03:20.795000076,2019-01-28 00:19:13.140000105,675446,5,2019,2019,False,0
52457,52457,145270,Sepatu,2017-08-11 03:17:32.253999949,2017-08-11 03:17:32.253999949,806667,1,2017,2017,True,0
52458,52458,64012,Sepatu,2016-01-21 14:29:35.253999949,2018-01-31 08:52:52.459000111,1365007,5,2016,2018,True,2
52459,52459,77784,Sepatu,2016-05-20 05:06:00.509999989,2016-05-20 05:06:00.509999989,534564,1,2016,2016,True,0
52460,52460,193437,Sepatu,2017-11-16 13:56:18.421999931,2017-11-16 13:56:18.421999931,5377560,1,2017,2017,True,0
52461,52461,545141,Sepatu,2018-07-19 17:16:22.549000025,2018-08-15 22:50:58.413000107,437477,6,2018,2018,False,0
52462,52462,166758,Sepatu,2017-07-26 14:08:18.746000051,2017-07-26 14:08:18.746000051,13211775,1,2017,2017,True,0
52463,52463,43295,Sepatu,2015-04-16 12:49:41.466000080,2015-04-16 12:49:41.466000080,829991,1,2015,2015,True,0
52464,52464,572378,Sepatu,2018-07-20 02:24:33.638000011,2018-07-20 02:24:33.638000011,899001,1,2018,2018,True,0
52465,52465,144643,Sepatu,2017-05-08 11:22:45.279000044,2018-05-31 00:07:51.707000017,529264,6,2017,2018,True,1
52466,52466,539649,Sepatu,2018-12-23 21:42:33.302999973,2018-12-23 21:42:33.302999973,540410,1,2018,2018,False,0
52467,52467,49270,Sepatu,2018-03-31 08:42:41.640000105,2018-03-31 08:42:41.640000105,686992,1,2018,2018,True,0
52468,52468,123707,Sepatu,2017-02-07 10:53:24.301000118,2017-02-07 10:53:24.301000118,6177930,1,2017,2017,True,0
52469,52469,109572,Sepatu,2016-12-01 08:31:10.180999994,2016-12-01 08:31:10.180999994,273805,1,2016,2016,True,0
52470,52470,90322,Sepatu,2016-07-30 03:59:07.464999914,2016-07-30 03:59:07.464999914,667198,1,2016,2016,True,0
52471,52471,3314,Sepatu,2013-11-07 13:30:47.289000034,2018-05-10 05:22:01.190000057,3745119,31,2013,2018,True,5
52472,52472,74678,Sepatu,2016-07-14 04:08:57.336999893,2016-07-25 03:39:05.163000107,6125580,6,2016,2016,True,0
52473,52473,175937,Sepatu,2017-09-01 16:34:43.963999987,2017-09-01 16:34:43.963999987,733153,1,2017,2017,True,0
52474,52474,288887,Sepatu,2018-09-02 10:14:42.115000010,2018-09-02 10:14:42.115000010,6761695,1,2018,2018,False,0
52475,52475,129085,Sepatu,2017-04-19 05:59:12.813999891,2017-05-16 18:02:05.986999989,848976,7,2017,2017,True,0
52476,52476,105793,Sepatu,2016-11-08 22:22:07.966000080,2017-03-30 11:08:30.529000044,590322,6,2016,2017,True,1
52477,52477,199115,Sepatu,2018-02-03 07:48:45.058000088,2018-02-03 07:53:01.984999895,1498011,4,2018,2018,True,0
52478,52478,103926,Sepatu,2016-10-27 11:29:44.503999949,2016-10-27 11:29:44.503999949,8394207,1,2016,2016,True,0
52479,52479,67010,Sepatu,2016-02-22 15:25:47.319000006,2016-02-28 08:59:35.721999884,824353,2,2016,2016,True,0
52480,52480,397771,Sepatu,2018-04-05 11:30:45.101000071,2018-04-05 11:30:45.101000071,529357,1,2018,2018,True,0
52481,52481,34101,Sepatu,2015-07-24 15:52:41.063999891,2015-07-24 15:52:41.063999891,1668998,1,2015,2015,True,0
52482,52482,27081,Sepatu,2014-05-05 02:02:45.937000036,2016-11-24 07:22:08.368000031,1265166,21,2014,2016,True,2
52483,52483,282059,Sepatu,2018-01-19 23:40:32.372999907,2018-01-19 23:40:32.372999907,934421,1,2018,2018,True,0
52484,52484,304231,Sepatu,2018-02-10 07:42:05.233000040,2018-02-10 07:42:05.233000040,1713126,1,2018,2018,True,0
52485,52485,120088,Sepatu,2017-01-24 10:33:29.733000040,2017-01-24 10:33:29.733000040,598121,1,2017,2017,True,0
52486,52486,134603,Sepatu,2017-03-30 16:59:37.256000041,2017-03-30 16:59:37.256000041,977871,1,2017,2017,True,0
52487,52487,151814,Sepatu,2017-06-06 09:31:46.280999899,2017-06-10 17:23:28.151999950,1681369,2,2017,2017,True,0
52488,52488,754494,Sepatu,2018-11-27 02:23:12.461999893,2018-11-27 02:23:12.461999893,829399,1,2018,2018,False,0
52489,52489,89695,Sepatu,2016-11-01 09:35:15.834000111,2018-04-28 23:59:49.046000004,1092340,9,2016,2018,True,2
52490,52490,125863,Sepatu,2017-04-13 11:21:10.388000011,2017-04-13 11:46:58.371999979,580548,4,2017,2017,True,0
52491,52491,683680,Sepatu,2018-10-07 10:09:46.221999884,2018-10-07 10:09:46.221999884,1146044,1,2018,2018,False,0
52492,52492,80436,Sepatu,2017-02-21 02:44:08.700999975,2017-02-22 05:00:35.529000044,899898,4,2017,2017,True,0
52493,52493,48266,Sepatu,2015-06-27 13:40:39.592000008,2015-06-27 13:49:11.062999964,380134,2,2015,2015,True,0
52494,52494,42031,Sepatu,2015-03-28 13:37:13.746000051,2015-03-28 14:59:17.585999966,617529,2,2015,2015,True,0
52495,52495,93501,Sepatu,2018-09-03 11:14:40.496999979,2018-09-03 11:14:40.496999979,3084691,1,2018,2018,False,0
52496,52496,175687,Sepatu,2017-09-14 07:41:37.122999907,2017-09-14 11:09:42.176000118,1947120,2,2017,2017,True,0
52497,52497,44555,Sepatu,2015-05-07 02:32:53.092999935,2015-05-07 03:23:49.322000027,1433836,4,2015,2015,True,0
52498,52498,54184,Sepatu,2015-10-06 02:50:26.036000013,2015-10-06 02:58:36.769999981,607185,2,2015,2015,True,0
52499,52499,166402,Sepatu,2018-11-23 16:25:48.655999899,2018-11-23 16:25:48.655999899,293424,1,2018,2018,False,0
52500,52500,115661,Sepatu,2017-01-06 06:10:29.911999941,2017-01-06 06:10:29.911999941,2282531,1,2017,2017,True,0
52501,52501,144803,Sepatu,2017-12-03 01:57:18.720000029,2017-12-03 01:57:18.720000029,439545,1,2017,2017,True,0
52502,52502,96730,Sepatu,2016-11-12 12:33:33.457999945,2017-06-23 22:21:43.644000053,1148253,2,2016,2017,True,1
52503,52503,40815,Sepatu,2015-03-09 22:20:19.305999994,2015-03-09 22:20:19.305999994,815513,1,2015,2015,True,0
52504,52504,83199,Sepatu,2016-06-22 09:27:51.851000071,2016-06-22 09:33:30.969000101,764289,2,2016,2016,True,0
52505,52505,36495,Sepatu,2017-11-10 07:23:48.676000118,2017-11-10 07:23:48.676000118,2447256,1,2017,2017,True,0
52506,52506,768254,Sepatu,2018-12-05 19:08:31.788000107,2018-12-05 19:08:31.788000107,1161697,1,2018,2018,False,0
52507,52507,599167,Sepatu,2018-08-04 09:44:55.861999989,2018-08-04 09:44:55.861999989,985770,1,2018,2018,False,0
52508,52508,179426,Sepatu,2017-09-15 02:29:23.950000048,2017-09-28 11:32:12.401999950,804812,2,2017,2017,True,0
52509,52509,99504,Sepatu,2017-03-11 07:06:26.516999960,2017-03-11 07:06:26.516999960,1219595,1,2017,2017,True,0
52510,52510,291013,Sepatu,2018-02-21 08:01:55.467000008,2018-02-21 08:05:39.566999912,2067999,2,2018,2018,True,0
52511,52511,147564,Sepatu,2017-06-02 11:11:57.039999962,2017-06-04 02:31:55.599999905,1083985,2,2017,2017,True,0
52512,52512,141714,Sepatu,2017-06-12 04:03:59.759000063,2017-06-12 04:03:59.759000063,1729814,1,2017,2017,True,0
52513,52513,112691,Sepatu,2017-01-05 15:05:53.273000002,2017-01-05 15:05:53.273000002,954781,1,2017,2017,True,0
52514,52514,120516,Sepatu,2017-01-23 02:13:29.151999950,2017-01-23 03:23:28.355999947,538885,2,2017,2017,True,0
52515,52515,708138,Jaket,2019-01-04 02:34:43.226999998,2019-01-16 05:02:34.315000057,442182,17,2019,2019,False,0
52516,52516,75071,Jaket,2016-07-15 11:05:41.595999956,2016-07-15 11:05:41.595999956,1839458,1,2016,2016,True,0
52517,52517,179964,Jaket,2018-06-03 05:14:26.361000061,2018-06-03 05:14:26.361000061,4056537,1,2018,2018,True,0
52518,52518,284108,Jaket,2018-10-11 12:29:07.348000050,2019-01-01 11:56:24.153000116,1393250,12,2018,2019,False,1
52519,52519,190043,Jaket,2018-07-18 10:53:12.698999882,2018-07-18 10:53:12.698999882,803577,1,2018,2018,True,0
52520,52520,352077,Jaket,2018-08-02 02:31:06.915999889,2018-08-02 02:36:56.141999960,1810473,2,2018,2018,False,0
52521,52521,39135,Jaket,2015-02-06 03:37:33.394999981,2015-02-06 03:40:26.453000069,4702559,2,2015,2015,True,0
52522,52522,331657,Jaket,2018-12-14 16:20:21.703999996,2018-12-14 16:20:21.703999996,993587,1,2018,2018,False,0
52523,52523,258194,Jaket,2018-02-04 10:29:06.890000105,2018-02-04 10:39:54.693000078,9847224,2,2018,2018,True,0
52524,52524,35156,Jaket,2014-12-02 13:55:16.601999998,2016-12-05 11:01:10.756999969,689913,7,2014,2016,True,2
52525,52525,153661,Jaket,2017-10-02 05:49:36.095999956,2017-10-04 04:59:59.601000071,363771,2,2017,2017,True,0
52526,52526,146794,Jaket,2017-06-04 15:22:47.075999975,2017-06-04 15:23:42.098000050,1702267,2,2017,2017,True,0
52527,52527,27995,Jaket,2016-11-24 09:05:10.746000051,2016-11-24 09:05:10.746000051,4318969,1,2016,2016,True,0
52528,52528,35208,Jaket,2014-12-03 10:50:41.408999920,2014-12-03 11:40:31.457000017,685112,4,2014,2014,True,0
52529,52529,72844,Jaket,2018-02-06 05:22:27.801000118,2018-02-06 05:22:27.801000118,452582,1,2018,2018,True,0
52530,52530,78934,Jaket,2016-05-27 18:56:19.038000107,2016-05-27 19:08:15.450999975,1572198,2,2016,2016,True,0
52531,52531,70387,Jaket,2017-01-26 04:47:22.884999990,2017-01-26 04:47:22.884999990,1496317,1,2017,2017,True,0
52532,52532,162487,Jaket,2018-07-11 08:06:46.417000055,2018-07-11 16:46:59.039000034,2093527,4,2018,2018,True,0
52533,52533,79776,Jaket,2016-09-02 12:30:15.950000048,2016-10-19 11:37:55.782999992,2834335,4,2016,2016,True,0
52534,52534,539058,Jaket,2018-06-27 07:16:39.566999912,2018-06-27 07:18:36.589999914,4820486,2,2018,2018,True,0
52535,52535,106058,Jaket,2016-11-11 14:38:00.881999969,2016-11-11 14:38:00.881999969,1111005,1,2016,2016,True,0
52536,52536,117902,Jaket,2017-01-09 01:51:03.263999939,2017-01-09 01:51:03.263999939,791724,1,2017,2017,True,0
52537,52537,71783,Jaket,2016-04-07 07:06:58.470000029,2016-09-22 14:42:53.105000019,6797797,15,2016,2016,True,0
52538,52538,156093,Jaket,2018-06-18 15:33:12.190999985,2018-06-18 15:33:12.190999985,1604004,1,2018,2018,True,0
52539,52539,271986,Jaket,2018-03-29 10:50:47.993999958,2018-09-12 15:08:50.749000072,1239422,6,2018,2018,False,0
52540,52540,114243,Jaket,2017-08-07 01:56:34.769000053,2017-08-07 01:56:34.769000053,1699268,1,2017,2017,True,0
52541,52541,198804,Jaket,2018-04-19 09:57:08.710000038,2018-04-21 09:34:37.938999891,3497556,12,2018,2018,True,0
52542,52542,107355,Jaket,2016-11-20 02:53:23.763000011,2017-02-23 14:14:18.456000090,3368253,10,2016,2017,True,1
52543,52543,49487,Jaket,2018-04-12 10:01:29.200999975,2019-01-15 09:44:30.726000071,369706,9,2018,2019,False,1
52544,52544,79089,Jaket,2016-05-29 03:21:00.522000074,2016-05-29 03:21:00.522000074,2038685,1,2016,2016,True,0
52545,52545,133560,Jaket,2017-03-26 11:40:30.578999996,2017-03-26 11:40:30.578999996,490113,1,2017,2017,True,0
52546,52546,72839,Jaket,2016-05-02 05:07:45.832000017,2016-05-02 05:07:45.832000017,1779998,1,2016,2016,True,0
52547,52547,168411,Jaket,2018-07-15 13:58:37.516999960,2018-07-15 13:58:37.516999960,631869,1,2018,2018,True,0
52548,52548,70469,Jaket,2016-12-22 06:41:05.387000084,2016-12-22 06:45:15.742000103,1716968,2,2016,2016,True,0
52549,52549,76041,Jaket,2016-05-08 00:04:31.434999943,2016-05-08 00:04:31.434999943,896566,1,2016,2016,True,0
52550,52550,146527,Jaket,2018-11-08 08:47:03.298000097,2018-11-08 08:47:03.298000097,613999,1,2018,2018,False,0
52551,52551,110787,Jaket,2016-12-07 09:01:09.700999975,2016-12-07 09:01:11.266000032,399156,4,2016,2016,True,0
52552,52552,176031,Jaket,2017-09-02 05:08:19.119999886,2017-09-30 16:07:50.286000013,759999,4,2017,2017,True,0
52553,52553,95343,Jaket,2016-08-30 18:51:59.190999985,2016-08-30 18:51:59.190999985,310436,1,2016,2016,True,0
52554,52554,33288,Jaket,2016-07-09 02:58:58.657000065,2016-07-09 03:00:39.861000061,2361600,2,2016,2016,True,0
52555,52555,127822,Jaket,2018-02-28 14:20:18.137000084,2018-02-28 14:45:11.066999911,7601981,4,2018,2018,True,0
52556,52556,91485,Jaket,2016-12-24 01:22:23.345000029,2016-12-24 01:22:23.345000029,2667399,1,2016,2016,True,0
52557,52557,836002,Jaket,2019-01-25 15:10:11.835000038,2019-01-25 15:12:33.043999910,736819,2,2019,2019,False,0
52558,52558,525933,Jaket,2018-06-20 07:59:31.109999895,2018-06-20 07:59:31.109999895,1818720,1,2018,2018,True,0
52559,52559,156145,Jaket,2017-06-22 15:33:38.216000080,2017-06-29 02:25:28.303999901,1486005,2,2017,2017,True,0
52560,52560,294630,Jaket,2018-06-15 12:18:29.020999908,2018-06-15 12:20:03.444999933,1382361,2,2018,2018,True,0
52561,52561,138345,Jaket,2017-05-18 12:51:08.033999920,2017-05-18 13:33:09.526000023,273062,10,2017,2017,True,0
52562,52562,101943,Jaket,2016-11-24 08:33:10.808000088,2016-11-24 08:33:10.808000088,3719937,1,2016,2016,True,0
52563,52563,27809,Jaket,2016-12-17 02:37:32.755000114,2018-01-02 10:18:45.270999908,545082,4,2016,2018,True,2
52564,52564,396130,Jaket,2018-07-28 02:15:24.592000008,2018-07-28 02:17:04.372999907,2744867,2,2018,2018,True,0
52565,52565,115819,Jaket,2016-12-30 04:01:49.842000008,2016-12-30 04:01:49.842000008,1625721,1,2016,2016,True,0
52566,52566,77329,Jaket,2017-04-29 16:16:38.592999935,2017-08-26 05:27:21.372999907,4820664,6,2017,2017,True,0
52567,52567,171020,Jaket,2017-09-12 03:20:29.706000090,2017-09-12 03:20:29.706000090,792326,1,2017,2017,True,0
52568,52568,195433,Jaket,2018-06-18 06:31:41.964999914,2018-06-18 06:31:41.964999914,1014151,1,2018,2018,True,0
52569,52569,196554,Jaket,2018-03-24 04:51:18.638999939,2018-03-24 04:51:18.638999939,670349,1,2018,2018,True,0
52570,52570,161845,Jaket,2017-07-08 13:51:27.269999981,2017-07-08 13:51:27.269999981,791570,1,2017,2017,True,0
52571,52571,106012,Jaket,2016-11-10 05:59:11.737999916,2016-11-10 06:00:07.647000074,277872,2,2016,2016,True,0
52572,52572,96524,Jaket,2016-09-07 16:14:41.315000057,2016-09-07 16:14:41.315000057,3312935,1,2016,2016,True,0
52573,52573,164185,Jaket,2017-07-16 16:53:23.220000029,2018-02-23 15:11:41.539999962,1172295,2,2017,2018,True,1
52574,52574,119112,Jaket,2017-07-22 22:03:18.819999933,2017-07-22 22:03:18.819999933,1496488,1,2017,2017,True,0
52575,52575,341332,Jaket,2018-06-13 06:10:18.841000080,2018-12-04 05:35:43.622999907,1036151,18,2018,2018,False,0
52576,52576,142303,Jaket,2017-04-29 13:12:40.216000080,2018-12-28 09:42:37.084000111,554591,6,2017,2018,False,1
52577,52577,94659,Jaket,2016-09-07 12:54:13.854000092,2016-09-09 12:24:38.693000078,2241502,2,2016,2016,True,0
52578,52578,84543,Jaket,2018-11-02 02:29:26.204999924,2018-11-02 02:29:26.204999924,2853889,1,2018,2018,False,0
52579,52579,166061,Jaket,2017-07-28 14:35:22.503000020,2017-07-28 14:35:22.503000020,599806,1,2017,2017,True,0
52580,52580,110457,Jaket,2016-12-05 20:00:44.562999964,2016-12-05 20:00:44.562999964,660498,1,2016,2016,True,0
52581,52581,764791,Jaket,2018-12-05 11:50:52.313999891,2018-12-06 11:55:43.030999899,4313117,6,2018,2018,False,0
52582,52582,88240,Jaket,2016-07-18 04:01:56.533999919,2016-07-18 04:01:56.533999919,535524,1,2016,2016,True,0
52583,52583,178025,Jaket,2017-09-13 21:05:34.144999981,2017-09-13 21:05:34.144999981,487648,1,2017,2017,True,0
52584,52584,77423,Jaket,2016-06-25 15:20:36.750999928,2016-08-23 16:18:27.681999922,1037510,4,2016,2016,True,0
52585,52585,97504,Jaket,2016-12-24 12:59:43.586999893,2017-01-09 10:43:15.559000015,605176,2,2016,2017,True,1
52586,52586,93594,Jaket,2018-07-21 01:28:08.461999893,2018-07-21 01:28:08.461999893,2080538,1,2018,2018,True,0
52587,52587,108415,Jaket,2016-12-07 04:58:44.831000090,2016-12-19 14:53:59.993999958,863603,10,2016,2016,True,0
